order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
917,05/17/2023,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10003379,680,800,4,5,34.0,646.0,-34.0
918,12/18/2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10002706,10,10,3,2,0.2,9.8,-0.1999999999999993
919,06/28/2022,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10000056,130,150,3,4,5.2,124.8,-5.200000000000003
920,03/13/2022,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10001558,10,10,1,5,0.5,9.5,-0.5
921,12/18/2022,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10002444,20,20,2,4,0.8,19.2,-0.8000000000000007
922,12/07/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002473,80,90,3,5,4.0,76.0,-4.0
923,03/17/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004531,20,20,1,2,0.4,19.6,-0.3999999999999986
924,03/13/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10004487,340,410,5,4,13.6,326.4,-13.600000000000023
925,08/04/2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10003650,720,840,2,3,21.599999999999998,698.4,-21.600000000000023
926,05/23/2022,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003543,20,20,3,3,0.6,19.4,-0.6000000000000014
927,01/23/2023,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10004353,210,250,5,3,6.3,203.7,-6.300000000000011
928,05/23/2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10000658,40,50,4,3,1.2,38.8,-1.2000000000000028
929,02/22/2022,Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,OFF-AP-10000696,20,30,2,5,1.0,19.0,-1.0
930,02/23/2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10003560,10,10,3,3,0.3,9.7,-0.3000000000000007
931,08/08/2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10001468,90,90,3,2,1.8,88.2,-1.7999999999999972
932,06/27/2022,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,OFF-PA-10004971,10,10,3,2,0.2,9.8,-0.1999999999999993
933,09/04/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,OFF-PA-10002195,10,10,3,4,0.4,9.6,-0.40000000000000036
934,09/09/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001745,40,50,8,4,1.6,38.4,-1.6000000000000014
935,07/18/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10004826,20,30,6,3,0.6,19.4,-0.6000000000000014
936,05/12/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001870,20,20,3,3,0.6,19.4,-0.6000000000000014
937,12/13/2023,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10001058,410,450,2,3,12.299999999999999,397.7,-12.300000000000011
938,10/11/2022,First Class,Corporate,United States,Farmington,New Mexico,87401,West,Technology,Accessories,TEC-AC-10003911,140,160,1,3,4.2,135.8,-4.199999999999989
939,05/31/2023,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,OFF-PA-10000289,10,10,2,4,0.4,9.6,-0.40000000000000036
940,12/18/2022,Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,OFF-AP-10003040,120,130,4,3,3.5999999999999996,116.4,-3.5999999999999943
941,07/11/2023,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10000350,20,20,2,3,0.6,19.4,-0.6000000000000014
942,02/15/2023,Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Binders,OFF-BI-10001759,10,10,2,4,0.4,9.6,-0.40000000000000036
943,04/06/2023,Standard Class,Corporate,United States,Torrance,California,90503,West,Furniture,Tables,FUR-TA-10000577,900,1110,4,5,45.0,855.0,-45.0
944,12/25/2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004101,30,30,5,4,1.2,28.8,-1.1999999999999993
945,07/14/2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001496,500,540,3,5,25.0,475.0,-25.0
946,03/03/2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002931,150,170,5,4,6.0,144.0,-6.0
947,04/20/2023,First Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,FUR-TA-10002356,320,390,3,3,9.6,310.4,-9.600000000000023
948,06/09/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003601,420,520,7,5,21.0,399.0,-21.0
949,06/15/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000576,810,1010,6,2,16.2,793.8,-16.200000000000045
950,07/09/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10004154,1950,2070,12,5,97.5,1852.5,-97.5
951,03/19/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000788,20,20,3,3,0.6,19.4,-0.6000000000000014
952,05/14/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10002479,20,30,6,2,0.4,19.6,-0.3999999999999986
953,04/23/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001940,30,30,4,3,0.8999999999999999,29.1,-0.8999999999999986
954,08/03/2022,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Office Supplies,Art,OFF-AR-10001958,30,30,2,2,0.6,29.4,-0.6000000000000014
955,11/15/2023,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,Furniture,Bookcases,FUR-BO-10004709,70,80,2,5,3.5,66.5,-3.5
956,02/07/2022,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,OFF-ST-10000604,160,170,5,4,6.4,153.6,-6.400000000000006
957,08/20/2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002923,30,30,1,4,1.2,28.8,-1.1999999999999993
958,06/29/2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10004465,0,0,2,5,0.0,0.0,0.0
959,10/23/2022,Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10002333,20,20,3,2,0.4,19.6,-0.3999999999999986
960,05/15/2022,Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10004188,190,200,2,4,7.6000000000000005,182.4,-7.599999999999994
961,09/04/2023,Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002965,260,320,2,2,5.2,254.8,-5.199999999999989
962,10/23/2023,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10000145,10,10,2,2,0.2,9.8,-0.1999999999999993
963,08/16/2023,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10001335,20,20,2,5,1.0,19.0,-1.0
964,09/13/2022,Second Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Labels,OFF-LA-10001613,0,0,2,5,0.0,0.0,0.0
965,04/30/2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10004055,10,10,2,3,0.3,9.7,-0.3000000000000007
966,05/06/2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,OFF-AR-10004344,40,40,3,5,2.0,38.0,-2.0
967,07/11/2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004621,10,10,2,3,0.3,9.7,-0.3000000000000007
968,07/05/2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001281,180,190,4,4,7.2,172.8,-7.199999999999989
969,03/19/2023,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001613,10,10,3,5,0.5,9.5,-0.5
970,10/25/2022,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001097,420,500,3,5,21.0,399.0,-21.0
971,12/15/2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001095,110,130,6,4,4.4,105.6,-4.400000000000006
972,05/29/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004614,110,120,3,4,4.4,105.6,-4.400000000000006
973,06/15/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001575,20,20,2,4,0.8,19.2,-0.8000000000000007
974,05/17/2023,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001074,20,30,3,5,1.0,19.0,-1.0
975,06/26/2022,Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10003555,150,160,7,4,6.0,144.0,-6.0
976,11/01/2023,Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10004492,70,80,3,5,3.5,66.5,-3.5
977,02/03/2023,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002012,0,0,2,4,0.0,0.0,0.0
978,04/16/2023,First Class,Corporate,United States,Detroit,Michigan,48205,Central,Technology,Machines,TEC-MA-10000822,2850,3060,2,3,85.5,2764.5,-85.5
979,11/15/2023,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,OFF-BI-10000848,0,0,2,2,0.0,0.0,0.0
980,07/27/2023,First Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10004156,30,30,3,2,0.6,29.4,-0.6000000000000014
981,04/25/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003199,570,600,6,5,28.5,541.5,-28.5
982,03/31/2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Art,OFF-AR-10000034,0,0,1,3,0.0,0.0,0.0
983,02/01/2023,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,TEC-PH-10000560,460,560,2,5,23.0,437.0,-23.0
984,10/16/2022,Second Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Chairs,FUR-CH-10000665,550,600,5,2,11.0,539.0,-11.0
985,03/27/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,OFF-LA-10001569,10,10,2,2,0.2,9.8,-0.1999999999999993
986,04/03/2022,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Envelopes,OFF-EN-10000461,20,30,4,5,1.0,19.0,-1.0
987,12/25/2023,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Technology,Machines,TEC-MA-10003066,320,340,3,4,12.8,307.2,-12.800000000000011
988,10/28/2023,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004022,0,0,2,3,0.0,0.0,0.0
989,11/14/2023,Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,FUR-FU-10004071,490,520,5,4,19.6,470.4,-19.600000000000023
990,02/19/2023,Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001988,20,20,3,5,1.0,19.0,-1.0
991,08/14/2023,Second Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10004086,1060,1170,5,5,53.0,1007.0,-53.0
992,07/16/2023,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001036,10,10,2,2,0.2,9.8,-0.1999999999999993
993,06/24/2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,OFF-FA-10002983,10,10,3,5,0.5,9.5,-0.5
994,06/29/2022,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10003625,120,150,5,2,2.4,117.6,-2.4000000000000057
995,03/24/2023,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003925,2200,2720,7,2,44.0,2156.0,-44.0
996,02/10/2022,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Technology,Phones,TEC-PH-10001530,520,620,3,2,10.4,509.6,-10.399999999999977
997,03/25/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10003862,10,10,1,4,0.4,9.6,-0.40000000000000036
998,02/17/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,OFF-ST-10004258,30,40,3,3,0.8999999999999999,29.1,-0.8999999999999986
999,11/25/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,2,0.4,19.6,-0.3999999999999986
1000,09/05/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001918,30,30,7,3,0.8999999999999999,29.1,-0.8999999999999986
1001,08/29/2022,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,OFF-AR-10002956,40,40,2,5,2.0,38.0,-2.0
1002,09/02/2023,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10003033,2010,2310,7,4,80.4,1929.6,-80.40000000000009
1003,10/08/2022,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002903,960,1090,7,4,38.4,921.6,-38.39999999999998
1004,12/23/2023,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004621,20,20,3,2,0.4,19.6,-0.3999999999999986
1005,08/03/2022,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,OFF-ST-10000046,450,480,3,2,9.0,441.0,-9.0
1006,08/03/2023,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10001790,110,120,3,4,4.4,105.6,-4.400000000000006
1007,10/17/2022,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,3,4,0.4,9.6,-0.40000000000000036
1008,07/17/2023,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10002049,0,0,3,4,0.0,0.0,0.0
1009,11/11/2022,Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,OFF-PA-10001509,40,40,5,3,1.2,38.8,-1.2000000000000028
1010,03/14/2023,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003931,80,100,2,2,1.6,78.4,-1.5999999999999943
1011,01/30/2022,First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10001602,140,150,4,5,7.0,133.0,-7.0
1012,12/21/2023,Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,FUR-FU-10004848,140,160,3,3,4.2,135.8,-4.199999999999989
1013,04/14/2022,Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,OFF-ST-10003722,10,10,1,4,0.4,9.6,-0.40000000000000036
1014,06/22/2022,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10003748,1410,1620,13,3,42.3,1367.7,-42.299999999999955
1015,06/21/2023,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003198,90,100,1,2,1.8,88.2,-1.7999999999999972
1016,03/07/2023,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004100,30,30,5,5,1.5,28.5,-1.5
1017,08/23/2022,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10002191,10,10,2,3,0.3,9.7,-0.3000000000000007
1018,08/26/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000965,130,160,3,2,2.6,127.4,-2.5999999999999943
1019,08/11/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10004188,110,120,5,2,2.2,107.8,-2.200000000000003
1020,07/14/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001526,490,600,5,5,24.5,465.5,-24.5
1021,03/20/2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,OFF-AR-10001166,20,20,3,3,0.6,19.4,-0.6000000000000014
1022,12/29/2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,FUR-CH-10000309,1080,1270,3,3,32.4,1047.6,-32.40000000000009
1023,11/26/2023,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,TEC-MA-10004212,1240,1380,8,2,24.8,1215.2,-24.799999999999955
1024,03/09/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003072,10,10,2,4,0.4,9.6,-0.40000000000000036
1025,06/03/2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000320,10,10,2,3,0.3,9.7,-0.3000000000000007
1026,09/16/2023,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10001166,20,20,3,2,0.4,19.6,-0.3999999999999986
1027,04/02/2022,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10003656,50,60,3,5,2.5,47.5,-2.5
1028,08/05/2022,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,TEC-PH-10000148,20,20,2,2,0.4,19.6,-0.3999999999999986
1029,03/26/2022,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,OFF-PA-10000474,160,180,5,5,8.0,152.0,-8.0
1030,06/26/2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,TEC-PH-10003885,160,200,3,2,3.2,156.8,-3.1999999999999886
1031,08/08/2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,FUR-CH-10003379,790,850,3,4,31.6,758.4,-31.600000000000023
1032,08/06/2022,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,FUR-FU-10000629,110,120,9,2,2.2,107.8,-2.200000000000003
1033,03/27/2023,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,OFF-LA-10001175,10,10,5,2,0.2,9.8,-0.1999999999999993
1034,05/02/2023,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,OFF-PA-10000955,20,20,3,4,0.8,19.2,-0.8000000000000007
1035,06/05/2022,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10003460,0,0,2,4,0.0,0.0,0.0
1036,10/10/2022,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10000474,10,10,3,4,0.4,9.6,-0.40000000000000036
1037,10/21/2023,Standard Class,Home Office,United States,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,FUR-FU-10003975,80,90,2,3,2.4,77.6,-2.4000000000000057
1038,01/24/2023,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003707,30,40,3,4,1.2,28.8,-1.1999999999999993
1039,03/06/2023,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000203,20,20,7,5,1.0,19.0,-1.0
1040,04/19/2022,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10004790,30,30,3,4,1.2,28.8,-1.1999999999999993
1041,07/23/2023,Standard Class,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,FUR-TA-10001095,620,700,4,3,18.599999999999998,601.4,-18.600000000000023
1042,09/27/2022,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10004761,20,30,2,2,0.4,19.6,-0.3999999999999986
1043,06/27/2023,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001811,680,720,3,4,27.2,652.8,-27.200000000000045
1044,12/11/2022,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001130,10,10,5,3,0.3,9.7,-0.3000000000000007
1045,08/21/2023,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10000055,50,60,9,5,2.5,47.5,-2.5
1046,05/03/2022,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,FUR-CH-10002304,230,250,14,4,9.200000000000001,220.8,-9.199999999999989
1047,09/24/2022,Standard Class,Consumer,United States,Miami,Florida,33142,South,Technology,Phones,TEC-PH-10001530,1120,1360,5,5,56.0,1064.0,-56.0
1048,03/17/2023,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,FUR-FU-10004006,90,100,3,3,2.6999999999999997,87.3,-2.700000000000003
1049,03/23/2023,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10000486,930,1110,12,3,27.9,902.1,-27.899999999999977
1050,07/08/2023,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001606,90,100,1,2,1.8,88.2,-1.7999999999999972
1051,01/18/2023,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000293,140,170,2,3,4.2,135.8,-4.199999999999989
1052,09/26/2022,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001307,10,10,2,4,0.4,9.6,-0.40000000000000036
1053,08/10/2023,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004460,250,280,9,5,12.5,237.5,-12.5
1054,09/01/2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000716,10,10,2,5,0.5,9.5,-0.5
1055,06/16/2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004622,100,110,2,4,4.0,96.0,-4.0
1056,11/29/2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002735,80,80,3,3,2.4,77.6,-2.4000000000000057
1057,12/21/2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003529,10,10,4,4,0.4,9.6,-0.40000000000000036
1058,10/13/2023,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,3,0.6,19.4,-0.6000000000000014
1059,05/22/2022,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001597,60,70,2,2,1.2,58.8,-1.2000000000000028
1060,07/09/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,OFF-FA-10001754,0,0,3,3,0.0,0.0,0.0
1061,04/11/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003396,100,110,2,2,2.0,98.0,-2.0
1062,04/06/2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10002350,50,50,3,5,2.5,47.5,-2.5
1063,05/29/2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10004838,10,10,7,4,0.4,9.6,-0.40000000000000036
1064,01/13/2023,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10004757,10,10,3,3,0.3,9.7,-0.3000000000000007
1065,12/26/2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10002115,110,120,3,3,3.3,106.7,-3.299999999999997
1066,05/04/2022,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10003059,0,0,1,4,0.0,0.0,0.0
1067,06/04/2023,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10004330,50,60,5,4,2.0,48.0,-2.0
1068,02/04/2023,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001146,170,190,4,2,3.4,166.6,-3.4000000000000057
1069,09/07/2023,Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,OFF-SU-10001935,0,0,1,2,0.0,0.0,0.0
1070,10/01/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10001524,30,30,4,5,1.5,28.5,-1.5
1071,01/30/2022,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003732,20,20,7,3,0.6,19.4,-0.6000000000000014
1072,07/05/2023,Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10001970,30,30,3,2,0.6,29.4,-0.6000000000000014
1073,08/27/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,10,10,2,3,0.3,9.7,-0.3000000000000007
1074,10/11/2022,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003727,10,10,5,3,0.3,9.7,-0.3000000000000007
1075,05/04/2022,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10004967,0,0,7,3,0.0,0.0,0.0
1076,12/23/2023,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,TEC-AC-10003447,30,30,2,4,1.2,28.8,-1.1999999999999993
1077,04/28/2023,First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,OFF-AR-10000255,30,40,7,4,1.2,28.8,-1.1999999999999993
1078,09/08/2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10002191,100,120,2,5,5.0,95.0,-5.0
1079,06/29/2023,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001325,30,30,3,2,0.6,29.4,-0.6000000000000014
1080,04/29/2022,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000404,10,10,1,4,0.4,9.6,-0.40000000000000036
1081,08/10/2022,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000349,20,20,4,5,1.0,19.0,-1.0
